date,count,mean,std,min,max
2017,32,37.72975684701709,12.63895581312578,20.44974063006371,61.66129822596042
2018,53,38.99237839691381,14.966210089784207,0.0,88.16594745891015
2019,55,42.16946711629031,17.167220898230443,17.12354912043892,91.55694543794732
2020,50,45.811995938292156,18.261686228370884,15.965955369421094,88.85354093859955
2021,64,36.20570892192209,14.348885257776367,6.816580209771435,64.42896160506135
2022,49,37.10510341717608,17.216185551586946,1.9655515584994037,85.417412393453
2023,35,30.57893631530923,8.798772848370252,16.95498989582597,47.958787509091664
